name,main_category,category,address,city,lat,lng,rating,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,weekly_hours,wifi,dine_in,takeout,delivery,breakfast,lunch,dinner,vegetarian,coffee,alcohol,beer,casual,family_friendly,tourists,reservations,cash_only,wheelchair_accessible_entrance,source_file
"Dhan cafe, DUWAKOT",Cafe,Cafe,"MCQ7+W2H, Sallaghari- Duwakot Rd, Changunarayan, Nepal",Changunarayan,27.6898073,85.4126105,3.8,23,0,1,6,13,3.8,84,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
DHANAKUTE LUNGAKO KHAJA GHAR धनकुटे लुङ्गाको खाजा घर,Coffee shop,Coffee shop,"SURYABINAYAK-03, 00977, Nepal",Anantalingeshwar,27.6683972,85.3838129,3.4,27,2,9,0,9,3.4,112,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,
Dhaneshwar Dairy,Bakery,Bakery,"M99G+4CC, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6678072,85.3760296,4.3,14,0,1,3,1,4.3,105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dhanush Restaurant,Restaurant,Restaurant,"MF53+93V, Kathmandu, Nepal",Kathmandu,27.6584933,85.4526872,5,1,0,0,0,0,1,70,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,
Dhanusha Sweet And Chat House,Dessert shop,Dessert shop,"M9FP+567, Biruwa Sadak, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.672922,85.38556,3.1,17,3,1,8,2,3.1,105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Dhruba Dai ko Khaja ghar,Restaurant,Restaurant,"M98J+9FR, Anantalingeshwar, Nepal",Anantalingeshwar,27.6659785,85.3811407,3.3,13,2,2,3,2,3.3,91,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
dhunche pakha resort,Restaurant,Restaurant,"M9RP+236, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6900487,85.3851338,4.1,23,0,0,4,13,6,91,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,
Dhuncho Street Food Khaja Ghar,Restaurant,Restaurant,"M9QJ+J25, Dhunche Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6890136,85.3801206,3.5,4,0,0,2,2,0,105,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Dhungana dairy and tea shop,Coffee shop,Coffee shop,"M9MW+6G2, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6831616,85.394468,4.2,16,1,0,0,9,4.2,98,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Dhungro Lekali Kitchen,Fast food restaurant,Fast food restaurant,"M9FP+C54, Thimi, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6735106,85.3854431,3.4,23,1,10,1,1,3.4,105,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Diamond Dai ko Cafe,Coffee shop,Coffee shop,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6769718,85.3827368,4,6,0,0,2,3,1,70,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Dinesh Dai ko Chya Pasal tatha Juju Dhau,Restaurant,Restaurant,"MCFP+F42, Bhaktapur 44800, Nepal",Bhaktapur,27.6736076,85.4353107,5,2,0,0,0,1,1,70,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Dinesh Khaja Ghar,Fast food restaurant,Fast food restaurant,"M9JQ+XMF, Bhaktapur Road, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6824253,85.3891807,3.8,22,0,3,1,16,3.8,91,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,
Dinoj's Cafe & Restaurant,Coffee shop,Coffee shop,"M9CQ+H7C, Thimi-Biruwa Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6711905,85.3880247,3,14,5,0,4,0,3,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Dipa Khaja Ghar,Fast food restaurant,Fast food restaurant,"MC8C+H2G, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,27.6664314,85.420063,4.9,52,0,0,1,17,34,84,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,
Dipsan home,Bakery,Bakery,"M989+93H, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6659305,85.3677244,3.1,29,2,13,2,5,3.1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Divya's Cakes & Snacks,Bakery,Bakery,"न:पुखु सडक, Bhaktapur 44800, Nepal",Bhaktapur,27.6721332,85.4238289,3.1,17,0,3,9,5,0,94.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
Divyashree Restaurant And Banquet,Restaurant,Restaurant,"MCC3+RQ5, Srijana Nagar Bus Stop, Araniko Highway, Bhaktapur, Nepal",Bhaktapur,27.6720143,85.4044925,4.6,30,0,0,2,13,15,105,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,
Divyashwori Guest House & Restaurant,Restaurant,Restaurant,"Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.676267,85.3880049,4.5,11,0,0,0,6,4.5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Diyo Garden Restaurant,Restaurant,Restaurant,"Suryabinayak -6, Bhaktapur 44800, Nepal",Bhaktapur,27.6633774,85.4259391,4.6,20,0,0,1,9,10,91,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,
Dolakha Jiri Khajaghar,Bar,Bar,"PC74+W4H, Mulpani - Sankhu Rd, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.714817,85.4053523,4,16,1,0,4,4,4,77,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
Dolakha Khaja Ghar,Restaurant,Restaurant,"Ganesh Temple, Suryabinayak 44800, Nepal",Suryabinayak,27.6628502,85.4259424,4.1,36,0,0,7,20,9,93,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dolakha Laxmi Khaja Ghar,Fast food restaurant,Fast food restaurant,"MCJ2+C5H, Hindunagar Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6810637,85.4004705,4.5,16,1,0,0,4,4.5,98,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Dolakhali Khaja Ghar,Cafe,Cafe,"F091, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6704508,85.3651226,4.4,18,0,0,3,5,4.4,84,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Doleshwor Bakery,Bakery,Bakery,"MC4Q+2WQ, Suryabinayak, Nepal",Suryabinayak,27.6550939,85.4398645,4.2,9,0,0,1,5,3,103.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Doleshwor kirana and khaja pasal,Restaurant,Restaurant,"JCQQ+P3R, Doleshwor Mahadev Rd, Suryabinayak, Nepal",Suryabinayak,27.6393565,85.4376453,3.9,42,0,1,11,22,8,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Doleshwor Village Resort,Restaurant,Restaurant,"Doleshwor Mahadev Rd, Suryabinayak, Nepal",Suryabinayak,27.6430437,85.4356005,4.6,55,0,0,3,24,28,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dream Beans Cafe,Restaurant,Restaurant,"Radhe Radhe Rd, Bhaktapur, Nepal",Bhaktapur,27.6774415,85.398256,3.7,47,0,2,16,23,6,84,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,
Dreamland Kitchen Restaurant,Asian restaurant,Asian restaurant,"MC9G+36Q, Bhaktapur 44800, Nepal",Bhaktapur,27.6677053,85.4255981,4.4,91,0,0,9,45,37,77,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,
Drip Cafe,Coffee shop,Coffee shop,"Bhaktapur 44800, Nepal",Bhaktapur,27.671192,85.4207331,4.3,4,0,0,1,2,1,94.5,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Duipokhari Coffee Shop,Coffee shop,Coffee shop,"M9HP+7F4, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6781442,85.3862113,3.2,18,2,3,7,2,3.2,98,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Duku Family Restaurant & Sekuwa Hub,Restaurant,Restaurant,"Thimi chowk, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.673066,85.3859269,3.8,30,0,3,9,10,3.8,94.5,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,
Dulal tea shop,Cafe,Cafe,"Bhaktapur Nala Rd, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6705657,85.4623427,5,1,0,0,0,0,1,70,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,
dUmpling MoMO,Momo restaurant,Momo restaurant,"Suryabinayak, Nepal",Suryabinayak,27.6393808,85.4161377,5,1,0,0,0,0,1,105,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
Dunche Donut and Chiya Pasal,Tea house,Tea house,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6887567,85.3795417,2,2,1,1,0,0,0,126.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Durbar Cakes,Bakery,Bakery,"M9HX+3PJ, Unnamed Road, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6777134,85.399273,3.6,22,0,3,6,10,3.6,78,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Durbar Coffee & Eatery,Coffee shop,Coffee shop,"MCCG+WJP, Bhaktapur 44800, Nepal",Bhaktapur,27.672341,85.4266082,4,1,0,0,0,1,0,84,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,
Durbar Restaurant & Burger Hub,Hamburger restaurant,Hamburger restaurant,"MCFF+4V3, Bhaktapur 44800, Nepal",Bhaktapur,27.6727348,85.4246806,4.6,11,0,0,1,5,5,84,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Durbar Thakali Grill,Rice restaurant,Rice restaurant,"M9GX+J7, Radhe Radhe Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6765194,85.3982044,3.4,10,0,0,7,2,3.4,81.5,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,
Duwakot,Asian restaurant,Asian restaurant,"MCH2+MXH, Bhaktapur Road, Changunarayan, Nepal",Changunarayan,27.6792,85.4024919,3.4,10,0,4,1,2,3.4,91,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Duwakot chiya chautari,Tea store,Tea store,"MCJ5+P95, Changunarayan 44800, Nepal",Changunarayan,27.6816938,85.4103897,4.2,14,0,0,2,7,4.2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Duwakot hotel,Restaurant,Restaurant,"PC36+JC, Changunarayan 44600, Nepal",Changunarayan,27.7040208,85.4111656,3.5,13,2,2,0,6,3.5,105,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,
Duwal Dai ko chiya pasal,Restaurant,Restaurant,"MCFF+G45, Cancer hospital road, Bhaktapur 44800, Nepal",Bhaktapur,27.673771,85.4228499,4.2,139,0,1,21,74,43,70,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Duwal house,Coffee shop,Coffee shop,"MCCR+R4F, Bhaktapur 44800, Nepal",Bhaktapur,27.672089,85.4403049,5,1,0,0,0,0,1,70,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Duwal Wireless,Cafe,Cafe,"MCCF+F9Q, Bhaktapur 44800, Nepal",Bhaktapur,27.6712216,85.4234705,4.2,5,0,0,1,3,1,91,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Eagle King sekuwa corner,Barbecue restaurant,Barbecue restaurant,"MCH5+G9H, Bhaktapur 44800, Nepal",Bhaktapur,27.6788165,85.4084699,4.6,39,0,0,2,17,20,105,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,
Easy Fast Food,Coffee shop,Coffee shop,"MFJ3+WHF, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6829462,85.4532658,5,1,0,0,0,0,1,84,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
Eden's Organic Juice & fruits centre,Coffee shop,Coffee shop,"M99Q+G7J, Anantalingeshwar, Nepal",Anantalingeshwar,27.6687117,85.3881329,3.2,15,3,2,2,5,3.2,105,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Ek Bisauli,Restaurant,Restaurant,"M9F9+VG6, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6746626,85.3687775,3.5,19,2,0,7,7,3.5,101.5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
ELEGANT CAKES,Bakery,Bakery,"Napukhu, Itachhen, Bhaktapur 44800, Nepal",Bhaktapur,27.6722189,85.4240953,4,1,0,0,0,1,0,91,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ella brew and bites,Cafe,Cafe,"Maya Complex, Suryabinayak, Nepal",Suryabinayak,27.6678018,85.3865409,4.3,27,0,0,9,2,4.3,105,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,
Encore Cafe,Restaurant,Restaurant,"nec, Bhaktapur 44600, Nepal",Bhaktapur,27.7108385,85.4154969,3.5,25,2,4,2,14,3.5,70,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,
Enjoycoffeeshop,Coffee shop,Coffee shop,"3 Somla galli, Bhaktapur 44800, Nepal",Bhaktapur,27.671456,85.4278273,4.1,41,0,0,8,22,11,89.5,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,
EVE DINE HOUSE,Restaurant,Restaurant,"M9MQ+63G, Bahakha Bazar, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6830703,85.3877019,3.5,30,4,0,10,10,3.5,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Everest Bakery's Coffee Shop,Coffee store,Coffee store,"भक्तपुर, Suryabinayak 44800, Nepal",Suryabinayak,27.6654263,85.4247885,4.6,14,0,0,1,6,7,91,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Everest MoMo,Fast food restaurant,Fast food restaurant,"12 Rammandir Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.671336,85.4300794,5,4,0,0,0,1,3,66.5,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
Everest Momo & Newari Khaja Ghar,Restaurant,Restaurant,"MC7G+PHJ, Suryabinayak 44800, Nepal",Suryabinayak,27.6643784,85.4261986,5,4,0,0,0,1,3,70,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Everyday is friday,Nepalese restaurant,Nepalese restaurant,"Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6747414,85.3904894,3.8,28,2,2,7,7,3.8,98,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,
Falaichama,Fast food restaurant,Fast food restaurant,"TithaliMagargaunRoad, Bhaktapur, Nepal",Bhaktapur,27.652187,85.4036987,4.1,11,1,0,0,6,4.1,84,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,
Family Resort & Trout Hub,Family restaurant,Family restaurant,"JFV8+Q6X, Suryabinayak, Nepal",Suryabinayak,27.6451737,85.4657532,3,15,4,3,1,3,3,168,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,
Fast and Fresh Food,Fast food restaurant,Fast food restaurant,"M9GX+248, Radhe Radhe Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6750259,85.3978356,4.1,28,0,5,2,7,4.1,84,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Fast Food,Restaurant,Restaurant,"JCXX+6X3, Suryabinayak, Nepal",Suryabinayak,27.6480052,85.4499348,4.5,4,0,0,0,2,2,70,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,
FIREWOOD SEKUWA PALACE,Restaurant,Restaurant,"Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6697901,85.385248,3.9,18,0,1,3,11,3.9,91,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,
Firewood Sekuwa Palace N Thakali,Restaurant,Restaurant,"MCF3+8FV, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,27.6733771,85.4036604,4.1,67,0,1,12,36,18,98,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,
Food Bowl Restaurant,Coffee shop,Coffee shop,"Garud Kundal Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6771492,85.436841,3.8,33,0,1,10,17,5,87.5,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,
Food juction,Family restaurant,Family restaurant,"M9GM+X75, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6773798,85.3832487,4.4,20,0,2,1,4,4.4,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Food Point Restro,Restaurant,Restaurant,"CHYAMASINGH, NALA ROAD, Bhaktapur 44800, Nepal",Bhaktapur,27.6749704,85.4451027,3.8,40,0,1,12,21,6,90,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Food Zone Duwakot,Fast food restaurant,Fast food restaurant,"KMC Chowk, Bhaktapur 44800, Nepal",Bhaktapur,27.6841318,85.4113261,3.9,89,0,2,23,48,16,109.5,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,
Foodies Cafe,Cafe,Cafe,"M97F+X3H, Unnamed Road, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6649422,85.3727468,3.3,28,0,14,1,4,3.3,72,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Fren's Cafe,Cafe,Cafe,"M9WC+G24, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.6962531,85.3700869,4.5,25,0,0,1,11,4.5,91,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,
Fresh bite bhojanalay,Cafe,Cafe,"PC66+CPJ, Changunarayan 44600, Nepal",Changunarayan,27.711675,85.4127074,3.3,25,2,5,8,4,3.3,99.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Fresh coffe House and Barkery,Coffee shop,Coffee shop,"MCC6+229, Suryabinayak 44800, Nepal",Suryabinayak,27.6700488,85.4101096,5,1,0,0,0,0,1,84,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Freshco Cafe and Barista Coffee School,Coffee shop,Coffee shop,"Radhe radhe, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.676841,85.3982214,4.6,7,0,0,0,3,4,98,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,
FreshPresso Coffee Bar,Cafe,Cafe,"बलखु 44800, Nepal",बलखु,27.6726397,85.4295795,4.4,105,0,0,10,52,43,108.5,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,
Fried local foods,Coffee shop,Coffee shop,"MCCH+PV5, Bhaktapur 44800, Nepal",Bhaktapur,27.6718627,85.4297751,5,6,0,0,0,2,4,77,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Friend’s Hub Snooker House and cafe,Restaurant,Restaurant,"Changunarayan 44600, Nepal",Changunarayan,27.710106,85.4153028,3.3,12,2,2,2,2,3.3,99,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,
Friends Cafe And Sekuwa House,Restaurant,Restaurant,"M9FF+M97, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6741543,85.3734271,3.5,19,0,0,14,1,3.5,84,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,
Friends pizza & burger,Restaurant,Restaurant,"M97P+XG5, Unnamed Road, Anantalingeshwar, Nepal",Anantalingeshwar,27.6648993,85.3863668,3.6,15,1,3,2,4,3.6,91,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,
Friendship Bakery Cafe Fast Food,Bakery,Bakery,"M9FP+25M, Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.67259,85.38543,4.2,19,0,3,3,1,4.2,91,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Friendship cofee shop,Coffee shop,Coffee shop,"Bhaktapur 44800, Nepal",Bhaktapur,27.6767411,85.4428571,5,4,0,0,0,1,3,105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Friendship coffee shop,Coffee shop,Coffee shop,"MCGV+F4R, Bhaktapur 44800, Nepal",Bhaktapur,27.6766717,85.4428172,3.7,24,1,0,10,8,3.7,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Friendship coffee shop,Coffee shop,Coffee shop,"MCGV+F4R, Bhaktapur 44800, Nepal",Bhaktapur,27.6763214,85.4428386,4.5,13,0,0,1,6,6,84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Friendship coffee shop,Coffee shop,Coffee shop,"Bhaktapur 44800, Nepal",Bhaktapur,27.6766755,85.4428196,4.5,16,0,2,1,0,4.5,84,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Friendship coffee shop,Coffee shop,Coffee shop,"Bhaktapur 44800, Nepal",Bhaktapur,27.6766696,85.4427921,5,1,0,0,0,0,1,63,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Friendship Fast Food & Guest House,Fast food restaurant,Fast food restaurant,"M9F8+JR3, Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6740215,85.3670402,3.2,23,0,10,1,10,3.2,98,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
Friendship restro,Restaurant,Restaurant,"suryabinayek, Kathmandu 44600, Nepal",Kathmandu,27.6603735,85.4485444,5,2,0,0,0,1,1,94.5,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,
Frienz zone,Restaurant,Restaurant,"M9VF+X3H, Unnamed Road, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.694946,85.3727326,4,13,0,2,3,1,4,168,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,
Fursad cafe,Cafe,Cafe,"Byasi Gate, Nagarkot Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.675584,85.4302642,5,2,0,0,0,1,1,70,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,
G & S house of bakery,Bakery,Bakery,"M9CM+F44 bhattarai chowk -3, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6711472,85.3828303,3.8,12,1,0,3,5,3.8,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gaatha Restro and fast food,Fast food restaurant,Fast food restaurant,"Balkumari Colony, Araniko Highway, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6716941,85.3880955,4.5,16,0,0,0,8,4.5,77,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,
Gaba Jhol Momo and Jheer Sekuwa,Restaurant,Restaurant,"MCM6+5C3, Changunarayan, Nepal",Changunarayan,27.6828042,85.4111515,3.8,11,0,2,1,5,3.8,91.58,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,
Gakhu Sangita khaja ghar गाँखु संगिता खाजाघर,Restaurant,Restaurant,"Gankhu Rd, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,27.6846154,85.3964598,4.3,15,0,1,2,4,4.3,77,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
Gamenic Cafe (Game Bar & Cafe),Bar,Bar,"1 Jagati-KamalBinayak Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6717182,85.438968,3.5,2,0,0,1,1,0,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Ganebacha chiya pasal,Tea house,Tea house,"Bhaktapur 44800, Nepal",Bhaktapur,27.6754337,85.4272511,3.7,10,0,1,3,4,3.7,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ganesh Chiya Pasal,Tea store,Tea store,"MC4F+9JM, Suryabinayak, Nepal",Suryabinayak,27.6559513,85.4240494,3.3,18,0,6,6,1,3.3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ganesh chok,Coffee shop,Coffee shop,"PC79+MHQ, Changunarayan 44600, Nepal",Changunarayan,27.7142335,85.4188742,4.1,15,1,0,2,6,4.1,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Ganesh khaja ghar,Restaurant,Restaurant,"MCH3+HFW Dhungedhaara Chowk Bus Stop, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6789822,85.4037079,4,14,2,1,0,3,4,70,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,
Gankhu,Fast food restaurant,Fast food restaurant,"M9QX+69M, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6880753,85.3984314,4.5,21,0,0,3,5,4.5,91,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Gankhu bakery,Bakery,Bakery,"M9JX+F3X Sweet hopes bakery cafe, Bhaktapur, Nepal",Bhaktapur,27.6812305,85.397741,3.4,20,0,3,8,8,3.4,101.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gankhu Restaurant,Restaurant,Restaurant,"M9PW+322, Gankhu,RajkuloRoad, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,27.6851312,85.3950065,3.9,23,0,3,8,1,3.9,63,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
Garud's Cottage,Tea store,Tea store,"PC6C+4J2, Changunarayan 44600, Nepal",Changunarayan,27.7102618,85.4215296,4.5,20,0,3,0,2,4.5,94.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gatthaghar banquet.,Restaurant,Restaurant,"M9GF+5HV, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6752182,85.373278,3.9,28,5,0,2,8,3.9,91,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,
Gatthaghar Food Cafe,Family restaurant,Family restaurant,"गट्ठाघर मार्केट, Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.674598,85.3742549,3.6,30,0,9,6,4,3.6,91,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,
Gatthaghar top liquor shop,Bar,Bar,"M9FF+F9J, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6737008,85.373399,3,29,8,5,3,6,3,91,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
"Gatthaghar-3, Bhaktapur",Bar,Bar,"chowk Araniko Highway, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.673437,85.3744054,4.5,6,0,0,0,3,3,100,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,
Ghar Tea and Bites Since 2081,Tea house,Tea house,"Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6729299,85.3863708,3.9,385,0,8,101,206,70,98,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
